Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
142,5760,231,135.533,97.7531,55.7141,47.6102,0,107.676,121.558,107.676,73.948,163.39,73.948,163.39,121.558
143,5800,231,133.626,97.4856,55.7916,47.6764,0,105.731,121.324,105.731,73.6474,161.522,73.6474,161.522,121.324
144,5840,232,131.728,97.4189,55.4324,47.3695,0,104.012,121.104,104.012,73.7342,159.445,73.7342,159.445,121.104
145,5880,228,129.862,97.4963,55.431,47.3683,0,102.146,121.18,102.146,73.8121,157.577,73.8121,157.577,121.18
146,5920,228,128.779,97.5617,55.3505,47.2995,0,101.104,121.211,101.104,73.912,156.454,73.912,156.454,121.211
147,5960,226,128.587,97.6177,55.5429,47.464,0,100.815,121.35,100.815,73.8857,156.358,73.8857,156.358,121.35
148,6000,225,128.683,97.5322,55.6921,47.5914,0,100.837,121.328,100.837,73.7365,156.529,73.7365,156.529,121.328
149,6040,226,128.86,97.6034,55.8765,47.749,0,100.922,121.478,100.922,73.7289,156.798,73.7289,156.798,121.478
150,6080,231,129.056,97.7636,55.9525,47.8139,0,101.08,121.671,101.08,73.8566,157.032,73.8566,157.032,121.671
151,6120,228,129.399,97.9181,56.0976,47.938,0,101.35,121.887,101.35,73.9491,157.448,73.9491,157.448,121.887
152,6160,229,129.715,98.2959,56.22,48.0426,0,101.605,122.317,101.605,74.2746,157.825,74.2746,157.825,122.317
153,6200,231,130.2,98.8174,56.1876,48.0149,0,102.106,122.825,102.106,74.8099,158.294,74.8099,158.294,122.825
154,6240,225,130.482,99.2982,55.9699,47.8288,0,102.497,123.213,102.497,75.3838,158.467,75.3838,158.467,123.213
155,6280,231,130.973,99.7132,56.1232,47.9598,0,102.912,123.693,102.912,75.7333,159.035,75.7333,159.035,123.693
156,6320,230,131.416,100.01,56.132,47.9673,0,103.35,123.993,103.35,76.0259,159.482,76.0259,159.482,123.993
157,6360,231,131.75,100.216,56.0503,47.8975,0,103.725,124.165,103.725,76.2671,159.775,76.2671,159.775,124.165
158,6400,230,131.925,100.08,55.8753,47.748,0,103.988,123.954,103.988,76.2063,159.863,76.2063,159.863,123.954
159,6440,233,132.057,99.9062,55.9412,47.8043,0,104.086,123.808,104.086,76.0041,160.027,76.0041,160.027,123.808
160,6480,231,132.167,99.4785,56.0838,47.9262,0,104.125,123.442,104.125,75.5154,160.209,75.5154,160.209,123.442
161,6520,231,132.124,99.1617,55.9787,47.8363,0,104.134,123.08,104.134,75.2435,160.113,75.2435,160.113,123.08
162,6560,234,132.291,98.9653,56.1533,47.9855,0,104.214,122.958,104.214,74.9725,160.368,74.9725,160.368,122.958
163,6600,235,132.457,98.8409,56.2228,48.0449,0,104.345,122.863,104.345,74.8184,160.568,74.8184,160.568,122.863
164,6640,235,132.448,98.7029,56.1948,48.021,0,104.351,122.713,104.351,74.6924,160.545,74.6924,160.545,122.713
165,6680,236,132.481,98.6233,56.3833,48.1821,0,104.289,122.714,104.289,74.5322,160.673,74.5322,160.673,122.714
166,6720,235,132.639,98.5616,56.3386,48.1439,0,104.47,122.634,104.47,74.4897,160.809,74.4897,160.809,122.634
167,6760,233,132.74,98.5339,56.3526,48.1559,0,104.564,122.612,104.564,74.456,160.917,74.456,160.917,122.612
168,6800,232,132.766,98.5875,56.298,48.1092,0,104.617,122.642,104.617,74.5329,160.915,74.5329,160.915,122.642
169,6840,235,132.547,98.4931,56.1943,48.0206,0,104.45,122.503,104.45,74.4828,160.644,74.4828,160.644,122.503
170,6880,233,132.374,98.3201,56.0888,47.9304,0,104.33,122.285,104.33,74.3549,160.419,74.3549,160.419,122.285
171,6920,237,132.042,98.1178,56.2674,48.083,0,103.908,122.159,103.908,74.0763,160.175,74.0763,160.175,122.159
172,6960,227,131.433,97.7774,56.1399,47.9741,0,103.363,121.765,103.363,73.7904,159.503,73.7904,159.503,121.765
173,7000,226,130.879,97.5256,55.5809,47.4964,0,103.089,121.274,103.089,73.7774,158.67,73.7774,158.67,121.274
174,7040,228,130.559,97.1325,55.3821,47.3265,0,102.868,120.796,102.868,73.4692,158.25,73.4692,158.25,120.796
175,7080,226,129.993,96.9393,55.0077,47.0066,0,102.489,120.443,102.489,73.436,157.496,73.436,157.496,120.443
176,7120,227,129.47,96.858,54.9234,46.9346,0,102.008,120.325,102.008,73.3907,156.932,73.3907,156.932,120.325
177,7160,229,129.031,96.4999,54.7818,46.8136,0,101.64,119.907,101.64,73.0931,156.422,73.0931,156.422,119.907
178,7200,227,128.586,96.2241,54.2105,46.3254,0,101.481,119.387,101.481,73.0614,155.691,73.0614,155.691,119.387
179,7240,225,128.274,96.016,53.9819,46.13,0,101.283,119.081,101.283,72.951,155.265,72.951,155.265,119.081
180,7280,224,127.785,95.8395,53.7966,45.9716,0,100.887,118.825,100.887,72.8537,154.683,72.8537,154.683,118.825
181,7320,223,127.353,95.7451,53.3706,45.6076,0,100.667,118.549,100.667,72.9413,154.038,72.9413,154.038,118.549
182,7360,226,126.801,95.7342,52.938,45.2379,0,100.332,118.353,100.332,73.1153,153.27,73.1153,153.27,118.353
183,7400,225,126.784,95.9191,52.5797,44.9317,0,100.494,118.385,100.494,73.4532,153.073,73.4532,153.073,118.385
184,7440,224,126.849,95.998,52.3939,44.773,0,100.652,118.384,100.652,73.6115,153.046,73.6115,153.046,118.384
185,7480,224,126.738,96.3145,52.0095,44.4445,0,100.733,118.537,100.733,74.0923,152.743,74.0923,152.743,118.537
186,7520,225,126.723,96.429,51.7163,44.1939,0,100.865,118.526,100.865,74.3321,152.581,74.3321,152.581,118.526
187,7560,225,126.605,96.6561,51.2882,43.8281,0,100.961,118.57,100.961,74.742,152.249,74.742,152.249,118.57
188,7600,222,126.756,96.7122,51.3285,43.8626,0,101.092,118.643,101.092,74.7809,152.42,74.7809,152.42,118.643
189,7640,224,126.745,96.6928,51.1,43.6672,0,101.195,118.526,101.195,74.8592,152.295,74.8592,152.295,118.526
190,7680,223,126.75,96.6227,50.7071,43.3315,0,101.397,118.288,101.397,74.957,152.104,74.957,152.104,118.288
191,7720,222,126.835,96.6105,50.3658,43.0398,0,101.652,118.13,101.652,75.0906,152.018,75.0906,152.018,118.13
