Frame,Timestamp (ms),Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
159,6440,17,463.939,290.159,328.883,326.801,0,299.497,453.559,299.497,126.758,628.38,126.758,628.38,453.559
160,6480,18,436.864,320.926,425.485,422.792,0,224.121,532.322,224.121,109.53,649.606,109.53,649.606,532.322
161,6520,20,460.708,272.198,297.502,295.619,0,311.957,420.007,311.957,124.388,609.459,124.388,609.459,420.007
162,6560,23,397.353,367.753,563.493,559.927,0,115.606,647.716,115.606,87.7895,679.099,87.7894,679.099,647.716
163,6600,27,468.711,244.611,227.895,226.453,0,354.763,357.837,354.763,131.384,582.659,131.384,582.659,357.837
164,6640,32,465.411,240.083,221.751,220.347,0,354.535,350.257,354.535,129.91,576.286,129.91,576.286,350.257
165,6680,31,471.179,226.108,181.794,180.644,0,380.282,316.43,380.282,135.786,562.076,135.786,562.076,316.43
166,6720,30,468.066,225.925,182.908,181.751,0,376.612,316.8,376.612,135.05,559.521,135.05,559.521,316.8
167,6760,26,465.686,224.675,179.974,178.835,0,375.699,314.093,375.699,135.257,555.673,135.257,555.673,314.093
168,6800,28,465.214,221.49,175.464,174.354,0,377.482,308.667,377.482,134.313,552.946,134.313,552.946,308.667
169,6840,29,460.441,222.911,183.001,181.842,0,368.941,313.833,368.941,131.99,551.941,131.99,551.941,313.833
170,6880,28,453.491,228.582,200.548,199.279,0,353.217,328.221,353.217,128.942,553.765,128.942,553.765,328.221
171,6920,28,461.301,217.204,166.211,165.159,0,378.196,299.783,378.196,134.624,544.407,134.624,544.407,299.783
172,6960,33,459.407,216.356,164.662,163.62,0,377.077,298.166,377.077,134.546,541.738,134.546,541.738,298.166
173,7000,34,454.558,217.066,172.78,171.686,0,368.168,302.909,368.168,131.223,540.948,131.223,540.948,302.909
174,7040,36,448.661,218.967,178.855,177.723,0,359.234,307.829,359.234,130.106,538.089,130.106,538.089,307.829
175,7080,34,435.825,227.995,211.167,209.831,0,330.242,332.91,330.242,123.079,541.409,123.079,541.409,332.91
176,7120,34,444.554,214.865,171.836,170.748,0,358.636,300.239,358.636,129.491,530.471,129.491,530.471,300.239
177,7160,33,443.628,210.337,160.929,159.911,0,363.163,290.292,363.163,130.382,524.093,130.382,524.093,290.292
178,7200,34,440.407,208.032,155.867,154.881,0,362.473,285.472,362.473,130.592,518.34,130.592,518.34,285.472
179,7240,38,433.161,210.18,163.696,162.66,0,351.313,291.51,351.313,128.85,515.009,128.85,515.009,291.51
180,7280,37,431.483,205.86,150.014,149.064,0,356.476,280.392,356.476,131.328,506.49,131.328,506.49,280.392
181,7320,40,426.902,206.611,149.537,148.59,0,352.134,280.906,352.134,132.316,501.671,132.316,501.671,280.906
182,7360,41,418.292,209.572,157.618,156.62,0,339.483,287.882,339.483,131.262,497.101,131.262,497.101,287.882
183,7400,42,415.638,207.325,148.622,147.681,0,341.327,281.165,341.327,133.484,489.949,133.484,489.949,281.165
184,7440,41,411.763,206.97,144.752,143.836,0,339.387,278.888,339.387,135.052,484.139,135.052,484.139,278.888
185,7480,42,403.448,211.234,152.276,151.312,0,327.31,286.89,327.31,135.578,479.586,135.578,479.586,286.89
186,7520,43,396.433,214.254,158.249,157.248,0,317.308,292.878,317.308,135.63,475.557,135.63,475.557,292.878
187,7560,40,394.455,212.946,151.283,150.326,0,318.813,288.109,318.813,137.783,470.097,137.783,470.097,288.109
188,7600,44,391.109,213.558,150.111,149.161,0,316.054,288.138,316.054,138.977,466.165,138.977,466.165,288.138
189,7640,48,389.542,212.844,145.796,144.873,0,316.644,285.281,316.644,140.408,462.44,140.408,462.44,285.281
190,7680,53,387.625,213.41,144.14,143.228,0,315.555,285.024,315.555,141.796,459.695,141.796,459.695,285.024
191,7720,53,386.615,214.343,140.503,139.614,0,316.363,284.149,316.363,144.536,456.866,144.536,456.866,284.149
192,7760,52,385.045,218.385,144.454,143.54,0,312.818,290.155,312.818,146.615,457.272,146.615,457.272,290.155
